time,moisture,temperature,humidity,light,ph,air_quality,nutrient,prediction
2026-03-26 15:07:18.145237,49,36,38,116,7.5,48,74,water_needed
2026-03-26 15:07:20.301829,59,22,31,502,6.3,72,63,water_needed
2026-03-26 15:07:22.445445,62,25,65,289,6.2,46,48,water_needed
2026-03-26 15:07:24.600450,86,41,44,610,7.1,57,41,water_needed
2026-03-26 15:07:26.752659,86,25,63,266,6.3,69,40,water_needed
2026-03-26 15:07:28.895936,50,20,61,467,6.5,56,75,healthy
2026-03-26 15:07:31.076110,45,42,55,134,7.1,84,78,healthy
2026-03-26 15:07:33.254195,44,31,72,695,5.5,65,36,water_needed
2026-03-26 15:07:35.440265,90,31,79,767,6.0,85,38,water_needed
2026-03-26 15:07:37.631842,48,29,78,460,5.9,73,30,water_needed
2026-03-26 15:07:39.789181,51,31,57,871,5.7,80,62,water_needed
2026-03-26 15:07:41.943871,28,38,41,852,6.6,89,70,water_needed
2026-03-26 15:07:44.173592,88,18,45,713,7.4,57,47,water_needed
2026-03-26 15:07:46.313075,25,33,83,653,6.7,53,52,water_needed
2026-03-26 15:07:48.463571,80,28,76,670,5.5,73,26,water_needed
2026-03-26 15:07:50.697968,67,36,45,470,6.3,61,61,water_needed
2026-03-26 15:07:52.901734,11,42,35,524,6.4,58,22,water_needed
2026-03-26 15:07:55.095476,95,23,55,696,7.2,65,20,water_needed
2026-03-26 15:07:57.259529,39,35,54,501,6.7,58,33,water_needed
2026-03-26 15:07:59.525058,57,30,36,184,6.1,54,62,water_needed
2026-03-26 15:08:01.708664,95,21,37,495,6.6,80,45,water_needed
2026-03-26 15:08:03.974535,72,32,77,109,5.7,58,24,water_needed
2026-03-26 15:08:06.188771,25,26,81,409,6.7,40,73,healthy
2026-03-26 15:08:08.361507,95,17,56,145,6.2,68,47,water_needed
2026-03-26 15:08:10.504088,32,42,69,586,6.8,66,36,water_needed
2026-03-26 15:08:12.754230,76,16,45,221,6.3,61,39,water_needed
2026-03-26 15:08:14.899270,20,41,32,107,7.1,51,46,water_needed
2026-03-26 15:08:17.056808,31,21,55,565,7.5,43,53,healthy
2026-03-26 15:08:19.241145,42,26,35,873,6.5,86,58,water_needed
2026-03-26 15:08:21.394924,84,39,23,609,6.7,41,34,water_needed
2026-03-26 15:08:23.563928,69,17,77,141,7.4,84,71,healthy
2026-03-26 15:08:25.741452,59,31,70,304,6.8,54,29,water_needed
2026-03-26 15:08:27.894149,37,36,54,546,7.1,34,74,healthy
2026-03-26 15:08:30.045528,89,43,23,361,6.8,67,47,water_needed
2026-03-26 15:08:32.206830,51,35,51,293,6.5,41,42,water_needed
2026-03-26 15:08:34.363818,73,36,83,320,5.6,68,40,water_needed
2026-03-26 15:08:36.593247,94,15,79,540,6.9,61,79,healthy
2026-03-26 15:08:38.827717,58,40,29,467,7.3,42,77,water_needed
2026-03-26 15:08:40.992125,74,25,34,286,7.3,54,27,water_needed
2026-03-26 15:08:43.368701,73,24,58,210,5.5,36,68,healthy
2026-03-26 15:08:45.543219,25,43,73,164,6.9,81,23,water_needed
2026-03-26 15:08:47.724148,61,33,46,663,6.3,80,52,water_needed
2026-03-26 15:08:49.912947,25,15,53,718,6.2,76,67,healthy
2026-03-26 15:08:52.074573,13,28,25,430,6.9,44,36,water_needed
2026-03-26 15:08:54.232790,89,23,33,676,7.1,40,57,water_needed
2026-03-26 15:08:56.393380,64,15,65,271,7.0,77,58,healthy
2026-03-26 15:08:58.585809,35,18,79,496,7.1,62,50,healthy
2026-03-26 15:09:00.818059,25,18,70,171,6.5,80,35,water_needed
2026-03-26 15:09:03.039179,28,42,55,484,7.2,89,73,healthy
2026-03-26 15:09:05.204084,79,43,70,363,7.0,58,55,water_needed
2026-03-26 15:09:07.363837,87,26,45,793,5.7,33,38,water_needed
2026-03-26 15:09:09.546428,70,23,72,127,5.7,68,59,water_needed
2026-03-26 15:09:11.777995,54,31,58,106,5.8,78,77,water_needed
2026-03-26 15:09:13.990648,74,15,33,791,5.5,50,31,water_needed
2026-03-26 15:09:16.221613,65,25,53,884,6.8,63,47,water_needed
2026-03-26 15:09:18.418105,43,26,42,206,7.0,59,41,water_needed
2026-03-26 15:09:20.608450,30,15,83,619,6.7,63,30,water_needed
2026-03-26 15:09:22.765063,35,32,73,700,5.9,62,40,water_needed
2026-03-26 15:09:24.957935,15,42,64,431,7.0,38,67,healthy
2026-03-26 15:09:27.117149,69,43,27,397,6.6,58,26,water_needed
2026-03-26 15:09:29.324762,67,45,75,443,6.8,33,52,water_needed
2026-03-26 15:09:31.473852,84,31,72,165,6.4,56,31,water_needed
2026-03-26 15:09:33.721676,93,40,50,113,7.0,60,50,water_needed
2026-03-26 15:09:35.890657,24,42,60,283,5.8,50,70,water_needed
2026-03-26 15:09:38.142455,54,31,39,270,5.9,46,52,water_needed
2026-03-26 15:09:40.357526,89,24,49,613,7.4,51,77,water_needed
2026-03-26 15:09:42.510898,25,29,48,665,5.8,71,51,water_needed
2026-03-26 15:09:44.652097,24,38,44,112,6.4,66,33,water_needed
2026-03-26 15:09:46.803079,78,23,76,276,7.2,50,73,healthy
2026-03-26 15:09:48.960771,47,43,67,684,6.8,40,43,water_needed
2026-03-26 15:09:51.128368,12,25,42,732,6.5,39,72,water_needed
2026-03-26 15:09:53.294074,12,22,69,747,6.9,89,54,healthy
2026-03-26 15:09:55.449541,18,42,28,198,7.3,80,24,water_needed
2026-03-26 15:09:57.598058,92,18,59,525,5.8,40,37,water_needed
2026-03-26 15:09:59.782424,61,39,50,655,6.9,51,30,water_needed
2026-03-26 15:10:01.967400,61,35,23,845,6.9,87,74,water_needed
2026-03-26 15:10:04.114668,83,30,65,375,5.9,48,80,water_needed
2026-03-26 15:10:06.265866,14,16,66,302,7.4,48,24,water_needed
2026-03-26 15:10:08.475631,18,22,58,587,6.8,82,28,water_needed
2026-03-26 15:10:10.636584,30,42,33,759,6.0,89,71,water_needed
2026-03-26 15:10:12.781012,42,43,38,555,6.7,66,34,water_needed
2026-03-26 15:10:14.952104,54,18,69,296,6.3,72,20,water_needed
2026-03-26 15:10:17.168998,24,27,30,217,6.2,59,47,water_needed
2026-03-26 15:10:19.321302,65,40,27,629,7.1,45,50,water_needed
2026-03-26 15:10:21.479379,71,24,67,862,5.7,83,79,healthy
2026-03-26 15:10:23.751315,84,25,66,589,7.1,44,76,healthy
2026-03-26 15:10:25.928713,63,35,71,682,7.2,49,46,water_needed
2026-03-26 15:10:28.088502,86,34,29,267,6.0,54,80,water_needed
2026-03-26 15:10:30.226679,72,44,28,712,5.7,58,77,water_needed
2026-03-26 15:10:32.481922,65,23,52,527,6.5,41,35,water_needed
2026-03-26 15:10:34.733985,66,42,39,470,5.6,35,70,water_needed
2026-03-26 15:10:36.899587,85,21,39,163,6.4,61,22,water_needed
2026-03-26 15:10:39.128573,54,21,64,436,6.1,63,51,healthy
2026-03-26 15:10:41.275309,25,19,20,615,7.2,31,64,water_needed
2026-03-26 15:10:43.436002,38,28,42,496,6.8,67,79,water_needed
2026-03-26 15:10:45.592411,44,32,41,485,6.7,86,41,water_needed
2026-03-26 15:10:47.739639,16,15,75,487,6.4,30,46,water_needed
2026-03-26 15:10:49.954006,72,27,61,445,6.9,30,48,water_needed
2026-03-26 15:10:52.181773,34,27,53,833,6.9,79,55,healthy
2026-03-26 15:10:54.340510,12,23,75,373,6.2,68,50,healthy
2026-03-26 15:10:56.497183,74,33,76,715,5.8,40,66,water_needed
2026-03-26 15:10:58.648766,44,25,49,158,6.7,52,52,water_needed
2026-03-26 15:11:00.850660,73,20,63,597,5.6,31,20,water_needed
2026-03-26 15:11:03.009158,17,41,79,378,6.1,68,39,water_needed
2026-03-26 15:11:05.164430,81,42,68,179,6.6,84,66,healthy
2026-03-26 15:11:07.420233,16,20,26,825,7.2,43,56,water_needed
2026-03-26 15:11:09.676439,15,32,29,323,6.8,36,46,water_needed
2026-03-26 15:11:11.848590,90,26,23,884,7.4,82,70,water_needed
2026-03-26 15:11:14.009204,65,15,84,176,5.8,33,68,healthy
2026-03-26 15:11:16.158516,19,33,60,888,5.9,45,73,water_needed
2026-03-26 15:11:18.307253,41,38,80,486,6.8,30,69,healthy
2026-03-26 15:11:20.459198,31,35,70,270,6.7,75,37,water_needed
2026-03-26 15:11:22.614408,12,26,25,794,6.7,63,60,water_needed
2026-03-26 15:11:24.819300,54,22,20,287,7.2,58,24,water_needed
2026-03-26 15:11:26.992000,49,22,45,219,7.1,64,80,water_needed
2026-03-26 15:11:29.273117,44,28,37,624,6.5,66,56,water_needed
