moisture,temperature,humidity,light,ph,air_quality,nutrient,label
159,31,47,382,5.79,568,31,stress
92,22,24,595,5.73,587,41,water_needed
274,24,68,403,6.67,710,61,healthy
104,28,26,461,6.43,668,42,water_needed
100,31,23,525,5.73,552,34,water_needed
344,22,73,487,6.18,603,71,healthy
154,30,32,315,4.63,584,36,stress
94,31,32,432,6.87,620,27,water_needed
174,28,34,466,5.46,611,38,stress
162,34,45,370,5.43,531,55,stress
377,23,53,448,6.45,670,69,healthy
118,22,21,463,5.57,688,48,water_needed
98,25,34,555,6.18,658,42,water_needed
120,30,21,584,6.6,615,21,water_needed
125,27,37,548,6.88,595,20,water_needed
88,25,31,540,5.93,690,33,water_needed
342,23,52,425,6.66,705,81,healthy
216,34,48,336,5.08,583,48,stress
302,20,76,600,6.08,710,84,healthy
160,28,36,379,4.88,526,47,stress
152,30,34,454,5.26,580,38,stress
139,25,33,535,6.82,686,31,water_needed
379,26,70,537,7.16,789,73,healthy
301,23,72,406,6.31,747,85,healthy
118,30,41,413,5.15,570,31,water_needed
397,27,73,632,6.17,774,54,healthy
145,22,42,353,6.15,676,35,water_needed
240,29,31,400,5.88,586,33,stress
206,32,48,458,4.59,614,31,stress
341,23,62,650,6.34,750,83,healthy
89,28,21,583,5.67,644,26,water_needed
298,20,78,425,6.37,644,63,healthy
261,25,50,615,7.41,621,50,healthy
316,23,55,557,7.49,711,76,healthy
204,29,37,331,5.7,582,53,stress
215,29,44,378,4.79,528,41,stress
342,25,68,511,7.11,626,66,healthy
161,28,33,368,5.54,568,44,stress
135,24,22,448,5.12,653,36,water_needed
311,25,69,577,6.3,746,50,healthy
129,26,27,589,5.04,582,48,water_needed
250,21,65,421,6.83,641,52,healthy
187,31,42,482,5.31,547,56,stress
87,22,42,497,6.04,612,43,water_needed
200,32,39,460,4.69,536,37,stress
262,23,55,679,7.33,762,76,healthy
91,24,23,503,5.32,639,47,water_needed
153,32,33,420,5.83,517,42,stress
144,22,25,464,5.76,613,33,water_needed
373,23,63,431,6.57,724,57,healthy
86,23,38,527,5.85,643,36,water_needed
170,30,42,477,5.76,511,59,stress
261,21,79,469,6.02,699,74,healthy
130,24,24,539,5.59,622,24,water_needed
207,28,48,360,4.6,511,53,stress
132,25,34,446,5.58,612,44,water_needed
153,28,38,437,5.41,621,47,stress
230,31,34,468,5.99,564,51,stress
213,31,33,449,4.85,568,43,stress
348,20,50,453,6.62,625,60,healthy
275,20,58,562,6.76,740,65,healthy
361,26,77,535,6.69,645,71,healthy
264,26,59,622,7.01,646,62,healthy
134,25,42,540,6.4,609,35,water_needed
285,20,52,593,6.35,694,88,healthy
180,29,39,488,5.38,565,35,stress
132,24,44,501,6.93,556,32,water_needed
341,20,60,669,7.16,745,60,healthy
393,27,50,693,6.11,793,76,healthy
164,31,34,413,4.87,586,30,stress
174,34,38,438,5.29,628,38,stress
105,22,35,386,5.8,624,42,water_needed
100,24,33,401,6.86,687,36,water_needed
233,32,39,393,5.31,599,45,stress
311,26,56,617,6.02,743,89,healthy
292,26,72,588,6.78,748,77,healthy
372,21,64,467,7.14,676,82,healthy
394,27,54,631,6.92,698,89,healthy
144,22,22,565,5.41,659,34,water_needed
377,27,55,653,6.8,745,72,healthy
208,28,49,342,5.16,608,44,stress
120,24,25,378,7.0,626,31,water_needed
106,29,32,375,6.89,599,22,water_needed
89,24,30,561,5.73,567,44,water_needed
274,26,56,540,7.37,664,61,healthy
188,31,47,330,4.96,645,44,stress
128,25,43,530,6.0,658,29,water_needed
195,28,30,368,5.42,503,45,stress
144,30,25,477,6.14,690,23,water_needed
390,21,59,464,7.06,717,68,healthy
110,24,25,522,6.37,687,27,water_needed
205,34,40,321,5.31,509,30,stress
142,24,24,472,5.66,694,26,water_needed
217,34,35,453,5.3,599,57,stress
340,24,57,481,6.61,676,77,healthy
396,22,51,582,6.96,778,84,healthy
115,22,37,425,5.33,567,33,water_needed
297,23,61,536,6.62,621,89,healthy
143,25,34,370,6.77,580,34,water_needed
219,29,49,482,4.88,554,57,stress
113,31,43,462,5.53,653,24,water_needed
263,24,54,692,6.04,757,83,healthy
268,22,56,533,7.49,757,62,healthy
381,27,52,576,7.43,724,70,healthy
103,31,29,585,5.71,553,23,water_needed
169,33,41,478,4.82,543,49,stress
128,31,30,576,6.08,652,22,water_needed
288,26,56,458,7.24,708,73,healthy
330,26,66,620,7.43,692,54,healthy
237,28,48,367,5.92,556,54,stress
130,24,26,441,5.29,691,39,water_needed
254,23,57,412,6.97,748,72,healthy
317,20,68,671,7.39,692,75,healthy
350,26,74,475,6.56,758,62,healthy
277,25,52,464,7.11,791,72,healthy
231,31,49,417,5.04,564,39,stress
170,28,33,332,5.6,637,53,stress
147,26,41,570,6.45,617,33,water_needed
93,31,35,396,6.57,651,44,water_needed
349,24,50,659,6.42,663,59,healthy
285,20,72,475,6.1,641,57,healthy
91,27,44,520,6.43,589,37,water_needed
382,22,54,633,7.09,703,64,healthy
191,29,39,350,4.93,637,51,stress
258,21,64,437,6.26,791,52,healthy
145,29,31,573,5.38,600,34,water_needed
194,29,40,450,5.51,624,35,stress
142,29,38,550,5.62,572,28,water_needed
148,30,40,572,6.85,599,30,water_needed
144,22,39,358,5.2,573,30,water_needed
370,23,70,444,7.0,645,56,healthy
122,31,43,570,5.67,604,31,water_needed
348,25,67,542,6.32,719,72,healthy
147,25,20,551,6.35,580,34,water_needed
88,28,39,473,6.98,551,42,water_needed
366,20,65,600,6.73,767,51,healthy
171,28,31,300,4.64,543,55,stress
203,32,49,318,4.65,615,55,stress
384,23,71,667,7.02,738,62,healthy
207,30,46,482,5.33,552,49,stress
124,22,21,583,6.64,588,20,water_needed
100,31,21,498,5.18,604,45,water_needed
391,27,58,413,6.26,709,67,healthy
239,33,43,400,5.84,593,30,stress
396,20,78,530,6.41,664,82,healthy
371,21,77,438,7.48,753,50,healthy
95,25,40,378,5.97,680,23,water_needed
198,34,44,346,5.18,557,49,stress
231,29,49,415,5.77,613,43,stress
151,33,41,317,5.56,648,45,stress
134,22,40,500,5.6,597,31,water_needed
121,23,30,426,6.96,675,34,water_needed
184,33,38,494,4.92,585,43,stress
111,27,40,523,5.83,681,36,water_needed
369,25,78,531,7.21,784,73,healthy
384,20,64,625,6.25,691,53,healthy
246,28,48,491,4.84,551,40,stress
113,29,42,494,6.73,608,34,water_needed
201,33,48,387,5.57,552,31,stress
206,29,39,497,4.88,561,53,stress
100,28,37,595,5.17,598,44,water_needed
132,26,24,389,6.23,633,28,water_needed
209,33,43,415,5.94,625,47,stress
194,30,39,347,5.96,618,56,stress
98,26,24,473,5.06,660,40,water_needed
147,24,41,385,6.1,613,34,water_needed
182,32,30,496,5.35,525,51,stress
134,28,27,382,6.41,632,40,water_needed
192,32,46,413,4.99,630,38,stress
396,21,59,636,7.11,738,63,healthy
171,32,36,412,4.73,640,55,stress
166,31,46,414,5.23,549,50,stress
153,29,45,325,5.55,606,54,stress
362,21,67,602,6.29,775,83,healthy
203,33,47,379,4.84,516,50,stress
179,30,46,420,4.99,509,44,stress
357,25,69,526,7.01,639,65,healthy
381,25,78,525,7.27,653,56,healthy
158,29,45,321,4.63,521,55,stress
178,34,32,347,5.13,573,37,stress
132,22,40,540,5.21,625,36,water_needed
327,23,61,538,6.62,603,69,healthy
318,27,65,621,7.18,661,88,healthy
229,30,45,315,5.43,609,30,stress
167,31,32,468,5.12,509,57,stress
134,29,31,573,6.64,630,21,water_needed
135,27,20,568,5.01,676,43,water_needed
202,33,41,386,4.89,503,55,stress
350,26,73,506,7.26,616,72,healthy
294,27,78,627,6.37,702,82,healthy
324,22,53,491,6.19,721,58,healthy
343,23,67,557,7.46,625,61,healthy
126,29,35,570,6.64,622,38,water_needed
353,22,60,532,6.11,610,75,healthy
399,26,67,482,6.46,687,60,healthy
85,31,32,500,6.37,631,32,water_needed
260,27,52,601,6.91,760,55,healthy
392,20,64,562,7.06,743,78,healthy
221,28,37,484,5.56,537,37,stress
106,24,25,350,6.3,577,40,water_needed
112,30,35,401,5.64,654,33,water_needed
220,28,42,408,5.16,564,45,stress
305,24,72,517,6.61,611,68,healthy
239,30,36,346,5.08,527,49,stress
207,33,41,353,4.63,528,36,stress
180,29,45,320,4.51,646,43,stress
296,26,79,693,7.11,662,73,healthy
365,24,51,420,6.9,755,56,healthy
360,20,67,499,7.42,669,73,healthy
237,33,39,329,5.29,631,44,stress
104,22,29,388,6.91,617,35,water_needed
199,34,41,408,4.79,518,55,stress
229,32,30,374,5.25,590,47,stress
137,28,31,406,6.63,643,31,water_needed
237,34,32,486,5.37,543,43,stress
308,24,72,642,7.35,707,67,healthy
139,26,23,544,6.8,607,22,water_needed
227,31,47,304,5.15,565,52,stress
108,30,37,588,5.7,550,29,water_needed
163,30,45,360,4.7,502,42,stress
207,30,30,422,5.66,611,56,stress
193,33,42,498,5.82,639,39,stress
380,27,58,631,6.76,750,85,healthy
218,33,43,379,5.16,555,43,stress
129,29,33,488,6.96,648,41,water_needed
117,24,31,445,5.8,656,20,water_needed
366,20,64,509,6.56,626,63,healthy
354,24,60,420,7.11,667,85,healthy
354,24,56,609,7.33,793,52,healthy
200,31,38,307,4.88,501,42,stress
232,30,36,328,4.54,632,42,stress
172,29,39,308,5.05,627,38,stress
80,25,41,478,6.3,671,32,water_needed
94,30,28,439,5.68,627,35,water_needed
93,27,33,551,6.7,627,42,water_needed
165,34,35,308,5.16,547,49,stress
91,22,37,545,6.6,683,26,water_needed
168,32,45,331,5.17,567,35,stress
88,28,27,429,5.53,641,44,water_needed
89,26,26,421,6.41,620,35,water_needed
209,32,47,380,5.48,533,53,stress
374,21,79,500,6.78,665,72,healthy
240,29,30,446,5.39,519,40,stress
220,34,40,412,4.66,639,46,stress
205,33,44,431,5.09,502,59,stress
136,26,22,458,6.94,645,44,water_needed
138,31,32,598,5.55,558,35,water_needed
149,28,20,494,5.21,634,35,water_needed
145,22,32,414,6.19,646,34,water_needed
342,26,55,465,6.75,631,88,healthy
224,30,38,489,4.7,590,40,stress
92,26,22,470,5.01,631,42,water_needed
106,26,26,396,6.71,665,49,water_needed
156,31,40,472,5.68,566,55,stress
301,25,69,489,6.65,788,73,healthy
350,24,69,555,6.94,606,86,healthy
182,31,31,483,5.35,586,42,stress
126,29,43,430,6.82,694,40,water_needed
208,32,47,393,4.76,547,54,stress
102,26,36,519,5.54,686,37,water_needed
104,26,30,579,5.4,592,23,water_needed
179,29,48,490,5.57,625,49,stress
167,33,30,427,5.4,524,36,stress
348,23,51,674,6.31,682,89,healthy
119,29,43,484,5.21,659,38,water_needed
236,28,44,352,5.11,606,53,stress
144,30,43,390,6.8,596,49,water_needed
175,30,35,329,5.16,630,54,stress
226,30,39,446,5.1,631,45,stress
174,31,44,448,5.7,536,58,stress
241,34,44,430,5.78,535,59,stress
122,31,26,355,5.32,667,39,water_needed
197,32,41,430,4.57,642,47,stress
397,27,64,497,7.42,627,64,healthy
237,29,40,348,5.38,601,48,stress
288,21,62,526,6.66,762,83,healthy
278,21,72,694,7.14,612,76,healthy
151,29,41,423,4.56,566,55,stress
124,23,26,492,5.56,686,45,water_needed
158,31,35,317,5.92,588,44,stress
98,31,44,484,6.61,557,48,water_needed
304,21,64,659,6.9,796,61,healthy
270,21,77,649,7.1,760,57,healthy
297,24,62,549,6.9,663,74,healthy
185,34,44,402,5.55,518,39,stress
343,23,54,561,6.71,717,86,healthy
233,33,41,320,5.04,513,47,stress
229,33,44,363,5.31,508,33,stress
136,31,30,541,6.74,632,48,water_needed
117,22,43,538,5.72,617,34,water_needed
324,20,51,594,7.41,730,72,healthy
256,26,67,567,6.49,626,74,healthy
124,27,37,350,5.93,564,24,water_needed
226,34,30,360,4.85,505,47,stress
288,23,56,691,6.14,733,66,healthy
103,31,30,494,6.6,686,42,water_needed
148,27,36,353,5.77,626,44,water_needed
218,32,30,359,4.91,537,34,stress
260,26,52,578,6.2,677,73,healthy
192,31,31,382,4.85,536,51,stress
82,23,28,438,5.98,609,35,water_needed
237,28,35,442,5.24,555,48,stress
341,23,79,569,6.63,624,81,healthy
115,26,30,585,6.14,689,36,water_needed
271,26,54,615,6.85,796,65,healthy
120,24,43,376,5.38,614,35,water_needed
288,25,60,610,6.51,731,60,healthy
116,26,24,487,6.28,668,23,water_needed
262,25,76,612,6.22,663,75,healthy
128,24,35,454,6.42,654,33,water_needed
313,21,51,585,6.59,748,77,healthy
139,25,43,480,6.22,661,30,water_needed
138,31,27,376,5.93,561,31,water_needed
139,27,41,437,5.8,687,20,water_needed
232,28,35,488,5.54,602,32,stress
294,23,50,587,6.89,648,89,healthy
214,33,32,376,5.64,520,34,stress
396,25,54,663,7.25,779,66,healthy
321,22,70,585,6.65,726,72,healthy
108,29,27,495,5.37,553,26,water_needed
303,27,57,526,7.41,758,62,healthy
240,30,47,409,4.57,586,52,stress
142,30,44,540,6.02,647,45,water_needed
244,32,36,428,4.74,601,37,stress
113,23,30,526,6.65,664,42,water_needed
95,31,34,397,5.71,612,34,water_needed
253,24,53,620,6.03,772,73,healthy
266,22,57,506,6.13,617,79,healthy
141,26,42,502,6.63,654,27,water_needed
173,34,44,420,5.53,571,44,stress
305,26,58,624,6.54,685,56,healthy
90,23,26,400,6.67,612,26,water_needed
212,33,42,349,5.39,594,53,stress
94,25,37,464,5.55,682,32,water_needed
101,28,25,433,6.7,661,37,water_needed
140,23,34,392,5.99,580,38,water_needed
213,34,33,436,4.93,590,50,stress
242,30,34,364,4.91,608,31,stress
155,30,31,376,4.93,512,34,stress
229,29,38,468,5.76,617,53,stress
338,23,61,512,7.34,783,77,healthy
200,32,33,430,5.8,616,35,stress
125,30,35,465,6.24,694,22,water_needed
220,33,36,433,4.77,649,45,stress
387,21,58,404,7.2,686,67,healthy
181,34,42,323,5.49,561,45,stress
303,22,50,561,7.44,629,60,healthy
394,22,56,473,6.94,642,88,healthy
244,29,30,346,4.7,571,42,stress
169,33,39,381,5.96,555,44,stress
107,31,20,428,6.87,556,46,water_needed
213,31,42,488,5.77,516,37,stress
134,28,34,423,5.96,620,23,water_needed
213,31,37,332,4.72,580,43,stress
362,21,59,533,6.34,744,82,healthy
195,32,45,390,5.53,503,39,stress
99,28,41,544,5.15,556,47,water_needed
241,34,45,376,5.08,548,35,stress
102,25,31,378,6.28,636,23,water_needed
194,29,37,350,5.24,543,48,stress
132,31,38,456,5.44,639,49,water_needed
380,26,60,689,6.25,648,75,healthy
117,31,34,547,5.91,551,29,water_needed
399,23,62,532,6.09,746,77,healthy
107,22,23,413,6.57,627,41,water_needed
88,26,43,485,5.53,584,20,water_needed
84,27,21,356,5.6,629,24,water_needed
246,33,39,341,4.73,631,53,stress
169,32,30,460,5.85,546,42,stress
348,21,70,485,6.19,707,64,healthy
172,34,35,320,4.73,635,49,stress
125,28,41,484,5.56,580,34,water_needed
239,32,30,424,4.91,540,35,stress
151,31,45,369,4.76,592,51,stress
98,28,21,426,5.24,574,23,water_needed
347,21,60,460,7.13,667,88,healthy
219,34,40,372,4.77,614,38,stress
122,23,44,530,5.37,559,25,water_needed
331,22,50,517,6.78,675,78,healthy
325,22,57,546,7.23,788,58,healthy
117,25,28,459,5.2,637,43,water_needed
398,24,68,602,7.3,707,73,healthy
344,23,77,645,6.02,726,75,healthy
139,22,37,457,5.4,677,29,water_needed
135,29,36,373,5.78,554,26,water_needed
232,28,44,476,5.7,642,53,stress
264,21,72,610,6.57,722,73,healthy
355,22,71,551,7.22,772,66,healthy
96,23,42,352,5.07,692,41,water_needed
250,23,62,432,6.44,778,56,healthy
117,31,44,569,5.27,586,20,water_needed
282,22,54,474,6.86,678,75,healthy
125,25,41,447,5.99,634,36,water_needed
132,29,38,497,6.0,579,42,water_needed
179,31,47,302,4.79,608,43,stress
126,24,29,510,5.58,589,27,water_needed
353,27,78,567,6.92,603,51,healthy
367,27,65,492,6.72,638,69,healthy
190,34,38,369,5.14,599,53,stress
289,27,74,499,6.77,751,87,healthy
200,32,33,305,4.68,569,48,stress
362,24,77,542,7.1,703,68,healthy
350,27,61,571,6.95,677,63,healthy
123,27,23,445,6.15,592,22,water_needed
221,33,30,311,5.13,501,57,stress
244,33,49,486,5.4,540,46,stress
168,34,40,411,5.05,605,33,stress
178,29,31,375,4.63,623,49,stress
136,27,31,392,5.56,566,46,water_needed
134,29,37,580,5.87,674,43,water_needed
135,31,25,376,5.26,634,26,water_needed
229,29,49,345,5.12,577,46,stress
89,28,41,469,5.38,622,21,water_needed
141,30,20,529,5.5,616,38,water_needed
149,23,31,408,5.37,558,25,water_needed
121,28,35,480,5.32,612,20,water_needed
145,23,36,553,6.78,659,31,water_needed
373,23,51,591,6.49,709,72,healthy
345,27,56,561,6.48,780,66,healthy
366,21,66,445,7.05,670,81,healthy
276,20,77,441,6.24,634,68,healthy
201,30,33,331,4.73,625,42,stress
319,26,53,671,7.41,626,60,healthy
284,25,71,573,6.67,633,53,healthy
127,28,38,494,5.48,562,33,water_needed
353,25,69,411,6.2,680,51,healthy
86,23,27,436,6.31,660,46,water_needed
396,20,60,606,7.29,692,85,healthy
89,25,21,404,6.85,682,42,water_needed
187,31,46,470,4.93,546,41,stress
357,21,64,617,6.51,739,74,healthy
362,25,57,553,6.62,660,68,healthy
353,27,72,598,7.3,794,88,healthy
275,25,78,674,6.11,696,66,healthy
339,23,79,618,6.7,603,65,healthy
239,29,37,444,4.78,609,54,stress
358,24,70,595,7.07,621,81,healthy
154,34,47,412,5.22,639,45,stress
83,28,22,353,5.45,682,26,water_needed
188,32,35,415,5.66,500,36,stress
113,23,36,394,6.22,694,30,water_needed
134,31,28,370,5.73,661,48,water_needed
114,30,39,421,6.36,664,20,water_needed
178,33,39,499,5.24,501,57,stress
213,28,47,473,4.53,523,50,stress
282,25,74,446,6.52,788,56,healthy
364,22,69,429,7.25,697,72,healthy
263,22,69,583,6.26,778,73,healthy
374,20,62,672,6.0,787,50,healthy
185,33,45,436,4.82,557,49,stress
133,29,38,454,6.46,672,23,water_needed
176,29,40,443,5.2,639,33,stress
124,25,42,371,6.57,698,49,water_needed
318,25,51,463,6.46,687,76,healthy
229,34,37,464,4.67,575,30,stress
149,25,41,435,5.13,586,46,water_needed
82,31,26,374,5.81,581,32,water_needed
110,23,36,366,5.11,554,41,water_needed
129,25,35,468,5.55,578,37,water_needed
288,22,75,664,7.2,629,65,healthy
276,21,76,644,6.34,680,72,healthy
166,30,40,381,5.91,559,32,stress
101,30,42,461,6.86,575,28,water_needed
248,28,31,469,5.25,507,51,stress
229,29,36,307,5.42,624,32,stress
343,27,52,546,7.3,651,63,healthy
100,29,42,566,5.0,677,37,water_needed
231,33,38,353,5.53,505,45,stress
329,24,56,654,7.18,669,86,healthy
308,20,67,483,6.89,662,68,healthy
117,23,25,439,6.88,550,28,water_needed
247,30,47,474,4.95,504,43,stress
390,24,61,580,6.54,615,53,healthy
390,25,51,422,6.07,741,84,healthy
98,28,43,568,6.6,648,37,water_needed
197,33,33,326,4.9,642,48,stress
369,23,58,613,6.02,733,86,healthy
285,25,56,513,6.1,799,69,healthy
221,31,41,483,5.14,564,43,stress
303,26,70,647,7.16,671,85,healthy
225,33,42,495,4.85,547,45,stress
353,21,73,449,7.46,789,55,healthy
197,34,35,384,5.18,516,37,stress
100,29,20,432,6.73,615,45,water_needed
244,34,30,350,5.64,512,42,stress
322,23,62,423,6.61,639,81,healthy
319,27,70,415,7.18,612,52,healthy
87,26,31,546,6.95,561,45,water_needed
114,27,34,438,5.98,651,39,water_needed
218,28,36,453,5.86,533,35,stress
143,26,34,372,6.23,656,36,water_needed
166,32,34,378,5.47,624,47,stress
208,28,44,337,5.26,557,45,stress
92,22,20,350,6.26,639,36,water_needed
220,28,45,421,5.54,623,46,stress
261,24,64,523,6.58,748,70,healthy
95,28,33,503,5.09,699,46,water_needed
199,28,37,460,5.81,567,55,stress
345,27,50,553,6.53,618,56,healthy
122,22,27,512,5.25,637,40,water_needed
293,20,61,481,7.28,707,84,healthy
106,31,25,461,5.87,587,32,water_needed
159,34,46,496,5.18,593,37,stress
191,31,42,481,5.0,583,34,stress
109,25,42,478,6.21,642,31,water_needed
227,33,36,474,4.59,515,33,stress
207,34,36,385,5.85,533,49,stress
287,22,54,512,6.88,637,58,healthy
316,22,72,526,7.46,774,68,healthy
379,24,77,647,6.3,768,51,healthy
85,26,40,543,6.43,591,29,water_needed
123,30,38,547,6.49,671,30,water_needed
251,23,59,582,6.9,715,89,healthy
270,21,55,419,6.75,794,89,healthy
156,33,45,495,5.39,592,57,stress
348,26,67,610,6.82,791,87,healthy
164,29,33,424,4.81,639,56,stress
360,23,53,645,6.12,794,74,healthy
336,21,72,481,7.23,706,50,healthy
328,22,52,420,7.35,653,83,healthy
347,21,78,510,6.64,634,78,healthy
216,33,33,488,4.65,624,36,stress
151,29,45,404,5.75,518,57,stress
158,34,40,358,5.65,586,36,stress
83,25,30,422,5.04,644,29,water_needed
116,24,21,523,6.25,614,27,water_needed
228,31,36,407,4.86,603,42,stress
123,24,39,386,5.79,650,44,water_needed
81,25,44,468,5.85,665,22,water_needed
110,25,26,529,5.05,593,48,water_needed
300,22,54,510,6.16,750,81,healthy
142,31,21,432,5.12,594,24,water_needed
138,28,33,466,5.79,685,37,water_needed
123,25,21,368,6.37,577,47,water_needed
196,30,49,385,5.38,535,58,stress
113,26,26,548,6.45,553,25,water_needed
344,22,65,452,6.19,716,83,healthy
229,28,44,358,4.51,577,32,stress
321,24,68,420,6.86,638,74,healthy
141,22,43,564,6.03,565,23,water_needed
180,30,43,406,5.02,539,31,stress
208,34,47,409,5.79,526,34,stress
154,32,49,411,4.92,632,54,stress
94,30,40,382,5.98,658,26,water_needed
109,22,22,449,6.82,681,31,water_needed
312,22,72,463,7.28,747,56,healthy
257,26,63,446,6.56,790,66,healthy
87,22,34,554,5.54,606,36,water_needed
110,22,24,428,5.51,627,42,water_needed
385,24,50,687,7.25,748,72,healthy
287,22,66,572,7.39,799,79,healthy
287,23,51,452,6.66,701,68,healthy
104,27,36,590,5.82,675,25,water_needed
343,20,66,587,6.11,715,52,healthy
99,27,24,471,5.42,639,35,water_needed
185,30,32,318,5.79,569,31,stress
244,29,44,350,5.2,640,33,stress
332,27,54,535,6.52,710,76,healthy
339,25,54,414,6.01,641,67,healthy
123,28,27,467,6.64,562,48,water_needed
250,23,64,653,6.34,689,81,healthy
233,30,30,304,5.81,530,46,stress
113,22,35,530,6.47,661,36,water_needed
389,24,55,690,6.64,728,75,healthy
116,22,42,511,5.05,577,46,water_needed
236,28,32,459,5.1,628,48,stress
198,32,42,371,4.76,637,54,stress
81,25,20,536,6.74,568,40,water_needed
271,27,71,572,6.74,624,66,healthy
94,30,37,486,5.49,598,28,water_needed
211,33,40,421,5.84,586,54,stress
395,26,68,647,7.06,705,70,healthy
188,32,30,482,5.7,592,30,stress
125,23,28,515,5.38,609,35,water_needed
121,22,21,421,6.96,690,25,water_needed
298,27,79,474,6.72,711,74,healthy
214,33,35,300,5.27,580,54,stress
82,22,31,519,6.47,631,37,water_needed
102,22,32,581,5.9,583,29,water_needed
234,34,41,355,5.68,586,45,stress
122,26,34,582,6.39,695,40,water_needed
181,29,49,353,4.69,534,45,stress
148,26,39,460,6.34,692,41,water_needed
344,25,52,684,6.42,697,86,healthy
205,31,39,334,4.61,522,36,stress
324,24,62,578,6.32,762,72,healthy
189,32,49,393,5.18,533,36,stress
195,34,37,423,5.32,575,33,stress
366,25,69,448,6.35,729,75,healthy
86,27,26,530,6.52,694,35,water_needed
392,26,66,613,6.84,780,61,healthy
152,34,43,381,5.28,589,46,stress
183,29,36,457,5.4,633,37,stress
251,20,70,633,6.93,624,74,healthy
390,21,71,570,6.85,610,71,healthy
178,34,35,418,4.62,533,57,stress
125,23,23,401,5.22,579,31,water_needed
327,20,67,436,6.65,798,64,healthy
142,28,43,514,6.01,636,45,water_needed
93,24,20,402,6.88,569,44,water_needed
109,22,37,364,6.34,687,22,water_needed
118,26,37,446,5.09,590,28,water_needed
313,20,72,540,7.3,635,87,healthy
339,26,63,659,6.32,604,75,healthy
177,34,30,340,5.34,634,58,stress
261,21,74,683,7.09,628,75,healthy
84,26,41,422,5.97,609,44,water_needed
311,21,60,500,6.56,603,77,healthy
229,34,41,471,5.78,606,33,stress
282,25,70,696,7.22,695,55,healthy
215,28,44,368,4.76,536,37,stress
173,32,39,484,5.43,502,37,stress
378,20,71,474,6.88,743,82,healthy
231,29,39,466,5.04,619,39,stress
364,27,69,456,6.68,782,75,healthy
241,34,34,336,5.7,623,30,stress
292,23,74,446,6.61,619,75,healthy
231,34,31,470,5.02,535,31,stress
114,26,20,464,5.29,676,48,water_needed
238,29,38,466,5.73,576,49,stress
352,20,74,491,6.95,631,70,healthy
145,25,33,413,5.35,673,35,water_needed
379,27,56,456,6.02,780,55,healthy
361,22,70,465,6.62,688,54,healthy
277,21,65,555,6.56,709,65,healthy
235,31,38,457,4.5,614,47,stress
228,32,35,339,5.02,593,51,stress
133,28,35,446,6.46,686,49,water_needed
189,32,42,396,5.42,636,45,stress
258,21,58,553,6.65,697,60,healthy
231,34,39,482,5.51,569,45,stress
272,24,78,541,6.98,723,79,healthy
94,22,20,528,5.11,646,21,water_needed
321,27,56,528,7.03,721,56,healthy
217,29,39,474,4.88,605,35,stress
285,22,51,574,7.16,609,65,healthy
110,24,26,446,5.9,689,33,water_needed
208,29,41,359,5.71,617,43,stress
176,29,38,440,4.69,563,37,stress
275,20,79,693,7.16,763,59,healthy
264,23,64,565,7.42,733,67,healthy
179,30,46,474,5.67,592,47,stress
80,28,38,564,6.48,580,43,water_needed
227,28,33,487,5.63,514,36,stress
376,25,61,595,6.87,647,66,healthy
296,20,63,416,7.38,760,60,healthy
235,32,39,332,4.93,620,44,stress
106,27,35,394,6.46,563,49,water_needed
314,20,72,676,7.04,674,81,healthy
291,25,63,566,6.18,670,69,healthy
80,31,28,469,5.53,624,42,water_needed
301,22,57,589,6.81,753,73,healthy
91,31,36,437,6.81,581,39,water_needed
110,25,29,589,6.0,632,38,water_needed
242,34,37,377,5.47,514,47,stress
210,29,40,377,5.24,531,56,stress
104,24,30,424,5.96,696,25,water_needed
191,30,35,464,5.7,580,59,stress
107,27,41,371,6.11,694,27,water_needed
97,22,28,467,5.78,648,26,water_needed
123,22,41,444,5.09,554,34,water_needed
215,32,47,434,4.89,637,57,stress
178,28,31,478,5.14,539,56,stress
315,20,67,699,7.33,781,89,healthy
86,28,33,362,6.13,698,31,water_needed
87,31,33,430,5.16,559,41,water_needed
241,34,43,332,5.37,627,42,stress
100,23,42,382,6.15,648,35,water_needed
154,29,49,480,4.98,632,36,stress
171,32,45,371,5.41,566,43,stress
151,34,32,414,5.95,537,33,stress
144,29,39,412,5.08,664,34,water_needed
129,31,21,416,5.89,661,26,water_needed
233,34,44,405,5.72,526,30,stress
83,27,37,436,5.26,649,24,water_needed
217,34,31,453,5.21,567,42,stress
222,28,31,460,5.24,605,32,stress
225,29,36,355,4.52,645,46,stress
290,26,77,446,6.67,664,77,healthy
318,20,72,683,6.57,747,51,healthy
361,27,52,508,6.33,698,53,healthy
165,29,41,342,5.13,506,34,stress
120,23,38,470,6.55,655,24,water_needed
324,25,62,633,6.08,653,58,healthy
170,29,32,443,4.77,576,46,stress
105,24,44,393,5.29,577,35,water_needed
371,27,56,574,6.5,684,86,healthy
85,29,31,459,5.28,590,45,water_needed
158,29,41,401,4.94,620,41,stress
115,31,42,597,5.04,592,20,water_needed
288,20,62,676,6.4,623,60,healthy
345,24,54,469,6.22,671,67,healthy
96,28,20,494,6.78,578,25,water_needed
338,20,64,410,6.38,616,61,healthy
102,27,44,383,5.59,655,38,water_needed
133,27,24,358,5.61,670,30,water_needed
325,25,62,453,6.7,760,61,healthy
94,22,35,401,6.39,639,28,water_needed
